INSERT INTO `gado` (`id`, `codigo`, `leite`, `racao`, `peso`, `situacao`, `nascimento`) VALUES
(4029, 418210, 159.61, 250, 1083, 2, '2013-02-14'),
(1192, 82771, 90.9, 381, 193, 2, '2023-12-13'),
(940, 844790, 15.35, 371, 383, 1, '2023-07-23'),
(173, 704938, 163.99, 295, 703, 3, '2015-08-27'),
(3898, 724351, 159.96, 440, 1300, 0, '2021-11-10'),
(659, 294898, 182.54, 2, 671, 1, '2021-06-22'),
(6280, 117269, 106.49, 251, 1354, 1, '2022-08-06'),
(4906, 854585, 152.91, 40, 1006, 2, '2023-12-03'),
(4606, 244303, 7.53, 168, 1202, 0, '2014-01-03'),
(2309, 11580, 48.79, 394, 808, 2, '2020-09-21'),
(5330, 21301, 38.74, 93, 792, 2, '2010-05-20'),
(5868, 117920, 42.44, 426, 734, 0, '2018-09-07'),
(4222, 116454, 63.4, 103, 562, 0, '2022-06-02'),
(5159, 757845, 129.54, 421, 839, 2, '2010-08-12'),
(1158, 991433, 71.86, 206, 1165, 3, '2015-05-22'),
(6047, 736247, 103.02, 65, 901, 0, '2019-02-18'),
(4071, 423495, 164.83, 440, 1345, 2, '2023-10-22'),
(7151, 523032, 142.87, 103, 1130, 0, '2014-06-18'),
(1437, 520067, 183.43, 418, 745, 2, '2014-03-30'),
(7751, 438635, 163.07, 435, 622, 3, '2015-08-30'),
(7004, 348310, 99.53, 71, 1259, 3, '2021-09-17'),
(9050, 247385, 146.46, 82, 516, 1, '2016-11-15'),
(2684, 580238, 17.75, 482, 310, 3, '2014-01-31'),
(3215, 31864, 81.81, 289, 1070, 2, '2013-02-11'),
(1255, 273944, 137.22, 2, 1200, 2, '2023-08-17'),
(4649, 319874, 47.02, 174, 809, 1, '2019-06-06'),
(5737, 681664, 53.89, 77, 1368, 3, '2018-05-09'),
(8036, 129291, 105.34, 412, 665, 0, '2021-10-08'),
(1361, 364458, 151.42, 464, 615, 0, '2011-10-15'),
(838, 183968, 39.03, 419, 1287, 3, '2012-12-14'),
(1111, 503905, 10.14, 278, 1124, 1, '2020-11-24'),
(7198, 232866, 177.31, 193, 1064, 0, '2018-11-10'),
(4420, 535053, 65.74, 268, 1084, 2, '2017-03-14'),
(6953, 614634, 156.46, 74, 1259, 0, '2018-09-14'),
(5926, 331552, 145.14, 408, 339, 2, '2015-06-01'),
(6745, 540710, 173.67, 8, 344, 2, '2022-10-27'),
(3066, 448973, 156.4, 129, 450, 0, '2015-02-03'),
(8467, 449963, 66.73, 381, 1225, 1, '2012-08-17'),
(8641, 888161, 150.5, 209, 296, 2, '2011-01-24'),
(958, 291807, 34.01, 1, 1320, 2, '2022-07-02'),
(237, 777301, 184.89, 27, 1385, 2, '2016-07-30'),
(5786, 424643, 45.64, 436, 1374, 2, '2021-12-08'),
(9938, 91248, 139.39, 155, 756, 1, '2020-10-26'),
(3573, 321434, 175.29, 267, 1053, 0, '2021-11-21'),
(7492, 808926, 33.72, 369, 623, 1, '2020-11-15'),
(458, 777693, 8.61, 280, 1314, 2, '2011-10-05'),
(1656, 513727, 146.26, 422, 1099, 3, '2023-02-12'),
(5780, 288922, 139.1, 226, 750, 2, '2019-08-13'),
(4524, 332382, 117.85, 284, 506, 3, '2022-10-05'),
(1311, 249917, 70.33, 339, 531, 2, '2012-11-07'),
(2406, 335128, 97.27, 474, 313, 0, '2010-03-28'),
(7462, 551752, 154.99, 26, 708, 3, '2018-01-13'),
(869, 318970, 178.04, 64, 765, 1, '2017-12-09'),
(7888, 753686, 4.53, 422, 699, 1, '2016-08-17'),
(3219, 5100, 152.64, 289, 960, 0, '2017-02-27'),
(7304, 920856, 1.8, 296, 872, 3, '2014-12-28'),
(386, 202202, 73.9, 103, 1282, 2, '2017-08-10'),
(4767, 805526, 30.97, 177, 1222, 3, '2015-07-08'),
(3699, 985457, 86.73, 25, 333, 1, '2016-05-17'),
(3666, 497108, 78.35, 108, 499, 2, '2013-08-27'),
(6389, 451913, 146.2, 363, 1260, 1, '2010-05-10'),
(7262, 581168, 100.33, 314, 1275, 3, '2011-03-31'),
(9777, 860279, 88.68, 116, 439, 0, '2012-01-02'),
(6887, 982369, 137.85, 139, 1315, 1, '2015-08-02'),
(6927, 300479, 113.86, 23, 267, 3, '2014-01-04'),
(4565, 324359, 0.02, 337, 951, 1, '2012-08-03'),
(7919, 264696, 64.98, 495, 493, 3, '2021-02-04'),
(6480, 596637, 96.15, 49, 419, 2, '2013-11-08'),
(5254, 418387, 103.14, 301, 349, 0, '2011-07-08'),
(8183, 797484, 152.9, 55, 914, 1, '2023-08-06'),
(8953, 437694, 182.47, 224, 979, 3, '2014-08-16'),
(2379, 704380, 35.8, 211, 546, 3, '2010-04-08'),
(4289, 145622, 98.18, 388, 864, 0, '2011-01-28'),
(2343, 375221, 79.54, 485, 396, 1, '2012-11-18'),
(6991, 411286, 51.75, 303, 1408, 0, '2021-08-03'),
(7413, 988109, 19.09, 85, 1323, 0, '2012-08-31'),
(9419, 941740, 88.56, 64, 1038, 1, '2016-03-19'),
(5515, 211912, 26.77, 8, 809, 3, '2023-12-20'),
(784, 810639, 162.22, 142, 445, 2, '2016-09-11'),
(4846, 634605, 184.6, 331, 1226, 2, '2022-02-20'),
(4103, 949250, 156.89, 55, 738, 0, '2019-07-19'),
(1932, 823353, 115.44, 423, 679, 1, '2023-06-13'),
(5887, 408825, 11.35, 200, 781, 2, '2015-09-19'),
(821, 249926, 25.49, 336, 803, 3, '2017-10-19'),
(3137, 979565, 105.89, 491, 610, 2, '2013-04-22'),
(7283, 448380, 67.23, 181, 1299, 0, '2019-02-03'),
(6868, 601658, 4.42, 56, 384, 0, '2023-08-04'),
(3212, 108052, 140.93, 340, 163, 2, '2019-11-28'),
(5927, 713901, 168.78, 352, 575, 3, '2017-10-11'),
(6010, 251159, 117.68, 344, 346, 1, '2023-10-11'),
(5496, 164581, 171.05, 3, 1352, 1, '2021-04-24'),
(9432, 627931, 40.29, 488, 880, 2, '2013-06-14'),
(8318, 394479, 178.67, 64, 723, 3, '2016-12-07'),
(4854, 638881, 146.54, 26, 1247, 2, '2023-09-23'),
(6138, 25304, 64.18, 110, 394, 3, '2015-01-27'),
(9825, 508871, 54.5, 132, 641, 1, '2010-02-13'),
(979, 508621, 2.15, 274, 1022, 3, '2023-03-19'),
(1930, 321573, 75.68, 318, 1261, 3, '2017-06-24'),
(878, 426764, 97.65, 107, 942, 3, '2011-05-22'),
(941, 885272, 46.4, 92, 660, 1, '2013-07-05'),
(5880, 49533, 166.73, 129, 609, 2, '2019-01-07'),
(330, 729697, 138.55, 157, 201, 0, '2017-08-02'),
(9807, 941596, 21.25, 270, 351, 2, '2022-09-06'),
(561, 870427, 30.43, 109, 1329, 3, '2023-10-17'),
(1396, 153350, 47.54, 404, 647, 3, '2019-07-05'),
(2879, 646026, 117.36, 157, 465, 1, '2015-06-09'),
(5404, 385809, 127.07, 354, 523, 1, '2013-09-24'),
(9635, 176816, 32.34, 312, 1198, 1, '2010-05-03'),
(6720, 105337, 87.59, 395, 1048, 1, '2017-02-11'),
(1386, 964325, 76.14, 40, 1147, 2, '2014-07-05'),
(7522, 593371, 166.14, 438, 572, 0, '2022-02-08'),
(28, 356986, 175.8, 481, 211, 0, '2020-05-29'),
(3964, 341760, 58.34, 39, 497, 1, '2020-01-13'),
(5672, 656936, 135.32, 305, 636, 1, '2023-12-10'),
(5675, 996783, 153.07, 309, 261, 2, '2017-05-03'),
(8033, 446673, 114.81, 275, 819, 0, '2022-06-14'),
(932, 773989, 71.61, 346, 755, 3, '2016-02-26'),
(6742, 741682, 1.65, 310, 1042, 3, '2011-11-16'),
(4707, 681411, 172.04, 156, 613, 3, '2019-06-09'),
(6602, 218501, 133.43, 4, 555, 1, '2023-03-09'),
(3591, 761735, 125.91, 84, 645, 1, '2016-03-04'),
(6442, 402658, 23.38, 19, 328, 3, '2019-07-25'),
(92, 559213, 141.82, 130, 656, 3, '2020-02-13'),
(8694, 804516, 41.74, 89, 423, 0, '2020-10-14'),
(7421, 325054, 56.11, 418, 652, 0, '2015-06-26'),
(4361, 626298, 31.92, 333, 621, 1, '2022-07-26'),
(3125, 976057, 113.91, 396, 1140, 2, '2020-03-03'),
(1052, 619120, 168.35, 142, 1049, 1, '2021-06-18'),
(3933, 373431, 155.8, 417, 1299, 0, '2023-03-04'),
(3488, 969239, 9.19, 320, 710, 1, '2020-07-10'),
(3017, 392870, 63.96, 491, 1361, 1, '2012-10-02'),
(2936, 88962, 118.29, 481, 302, 3, '2019-06-22'),
(3987, 271139, 185.67, 363, 453, 0, '2017-03-27'),
(3796, 598310, 35.17, 265, 1330, 2, '2012-11-28'),
(3839, 638023, 67.14, 389, 716, 1, '2014-11-06'),
(3074, 854846, 148.11, 97, 1119, 2, '2017-04-11'),
(7711, 783452, 70.71, 270, 1343, 0, '2022-09-06'),
(5449, 717135, 13.7, 8, 852, 0, '2011-07-24'),
(8050, 892999, 13.68, 191, 212, 1, '2017-05-29'),
(6995, 365017, 86.51, 473, 977, 2, '2017-11-14'),
(1824, 910755, 115.33, 178, 1204, 0, '2022-09-16'),
(6857, 59520, 85.86, 476, 235, 3, '2012-03-11'),
(8144, 596322, 165.07, 75, 815, 1, '2019-10-31'),
(7458, 272728, 63.48, 492, 1391, 1, '2013-11-26'),
(937, 449646, 80.36, 347, 903, 3, '2015-01-31'),
(6469, 199851, 5.04, 122, 775, 2, '2020-06-02'),
(9509, 866456, 83.66, 314, 934, 3, '2023-09-09'),
(3603, 347432, 89.14, 316, 375, 0, '2010-05-15'),
(2176, 334565, 134.61, 90, 571, 3, '2013-02-12'),
(4145, 910457, 69.07, 308, 1246, 1, '2012-09-19'),
(2839, 423607, 30.46, 392, 1062, 2, '2012-11-05'),
(3560, 661843, 31.24, 150, 444, 0, '2022-04-30'),
(3832, 26181, 113.88, 239, 686, 2, '2014-01-21'),
(9844, 490850, 128.54, 272, 1084, 1, '2021-10-26'),
(1332, 620902, 78.89, 346, 760, 1, '2012-09-29'),
(9856, 757714, 93.29, 341, 495, 1, '2013-08-12'),
(3093, 200511, 124.66, 355, 519, 1, '2014-11-13'),
(1488, 762295, 158.23, 16, 1119, 3, '2017-11-26'),
(5801, 315529, 93.48, 417, 890, 3, '2022-12-05'),
(2370, 402673, 106.71, 173, 1213, 1, '2020-10-10'),
(8505, 127247, 128.82, 176, 992, 2, '2020-03-20'),
(6981, 212973, 82.29, 11, 849, 1, '2016-09-04'),
(3221, 105325, 87.34, 168, 738, 1, '2013-08-20'),
(4903, 33502, 79.99, 417, 773, 0, '2018-05-16'),
(9023, 341759, 124.8, 275, 1089, 0, '2024-01-07'),
(872, 504923, 48.94, 452, 966, 2, '2021-06-10'),
(3110, 347367, 30.95, 177, 999, 3, '2020-06-11'),
(2454, 27032, 51.68, 249, 380, 2, '2014-04-05'),
(4489, 890882, 161.13, 345, 688, 1, '2019-05-20'),
(2977, 241437, 46.59, 339, 487, 3, '2019-08-11'),
(8454, 304530, 140.67, 368, 275, 0, '2022-01-18'),
(7931, 36239, 117.88, 232, 658, 0, '2016-01-04'),
(4279, 4366, 136.93, 428, 664, 2, '2023-01-16'),
(1138, 881706, 115.96, 40, 331, 0, '2014-09-28'),
(1219, 195556, 175.06, 141, 1333, 3, '2011-05-13'),
(9300, 23825, 142.32, 188, 1095, 0, '2022-07-11'),
(4727, 383603, 108.61, 475, 347, 1, '2017-10-17'),
(728, 115998, 182.05, 402, 555, 3, '2011-05-14'),
(3026, 878065, 149.13, 179, 868, 2, '2014-04-30'),
(6411, 854996, 110.23, 123, 844, 3, '2020-02-22'),
(5294, 358602, 150.78, 84, 513, 1, '2010-07-01'),
(7941, 329207, 104.48, 388, 347, 0, '2015-09-03'),
(2950, 864741, 165.82, 240, 814, 1, '2022-07-19'),
(9771, 185105, 180.61, 168, 1406, 2, '2011-05-23'),
(1049, 150815, 23.92, 471, 1320, 3, '2010-02-28'),
(80, 716458, 59.67, 285, 565, 3, '2012-07-05'),
(8728, 31036, 65.88, 329, 696, 2, '2023-08-19'),
(5306, 660279, 25.6, 246, 676, 0, '2022-07-30'),
(3705, 352095, 148.84, 206, 337, 1, '2021-03-18'),
(3481, 617287, 113.11, 469, 1073, 1, '2020-11-11'),
(8917, 223571, 132.39, 170, 1043, 0, '2010-11-11'),
(1575, 408101, 33.87, 454, 726, 1, '2023-11-13'),
(3786, 478002, 64.55, 245, 516, 0, '2020-04-29'),
(113, 308406, 61.83, 230, 645, 2, '2017-06-01'),
(4521, 167258, 54.44, 41, 863, 0, '2013-07-25'),
(7681, 656747, 4.95, 446, 1260, 3, '2015-03-20'),
(7608, 25606, 36.82, 432, 1019, 0, '2023-05-03'),
(2078, 502581, 45.52, 323, 563, 0, '2019-10-25'),
(6572, 947389, 131.49, 191, 461, 0, '2018-02-18'),
(7236, 962132, 120.5, 152, 556, 1, '2021-10-17'),
(8760, 500166, 75.19, 334, 1226, 1, '2013-05-03'),
(187, 151464, 149.16, 52, 795, 2, '2023-03-24'),
(193, 429817, 48.5, 358, 834, 0, '2016-07-31'),
(9423, 701632, 168.21, 469, 631, 2, '2014-11-27'),
(9380, 350553, 37.71, 408, 173, 3, '2014-07-02'),
(3163, 315399, 49.88, 443, 1273, 1, '2021-06-15'),
(7638, 496438, 108.21, 356, 566, 1, '2018-05-28'),
(4365, 554091, 39.27, 475, 1058, 0, '2020-07-31'),
(6365, 802569, 40.5, 71, 435, 0, '2022-03-09'),
(905, 117925, 155.08, 70, 1118, 1, '2012-11-05'),
(8554, 910126, 51.1, 430, 653, 2, '2013-06-11'),
(432, 205469, 57.37, 285, 950, 1, '2010-04-16'),
(504, 449532, 157.08, 53, 1038, 1, '2014-09-29'),
(419, 994328, 160.7, 320, 1169, 0, '2022-03-11'),
(3042, 487205, 162.29, 147, 1353, 1, '2022-10-27'),
(3840, 789501, 106.8, 99, 1007, 0, '2020-01-12'),
(8609, 728598, 157.88, 0, 345, 3, '2014-06-02'),
(3372, 47144, 153.63, 100, 701, 1, '2019-10-13'),
(6322, 300257, 171.93, 350, 518, 1, '2011-08-29'),
(1008, 204809, 27.44, 20, 976, 3, '2020-09-21'),
(5222, 84650, 86.17, 86, 656, 2, '2011-02-26'),
(7016, 92783, 127.06, 406, 1318, 0, '2019-02-12'),
(6987, 329521, 167.97, 171, 1383, 2, '2017-10-24'),
(1130, 531295, 60.98, 35, 704, 2, '2021-02-04'),
(7382, 406750, 62.11, 27, 1069, 1, '2017-04-14'),
(6979, 192592, 56.73, 373, 1044, 0, '2020-03-03'),
(8602, 441119, 2.38, 377, 1060, 2, '2015-10-27'),
(9348, 133826, 177.56, 432, 441, 2, '2023-10-01'),
(4549, 409223, 69.21, 477, 1218, 3, '2016-01-27'),
(2551, 751643, 55.31, 326, 521, 3, '2021-08-17'),
(3561, 281009, 84.09, 156, 422, 0, '2017-07-11'),
(9801, 38641, 36.42, 192, 561, 1, '2023-12-06'),
(4322, 204264, 147.31, 153, 555, 2, '2012-11-21'),
(5344, 991063, 7.76, 243, 1117, 3, '2015-08-14'),
(2799, 966522, 56.81, 387, 687, 3, '2014-09-27'),
(2760, 365253, 58.43, 153, 1127, 3, '2018-07-11'),
(3844, 119745, 103.58, 311, 471, 1, '2013-05-28'),
(2780, 790017, 53.03, 24, 433, 0, '2020-12-29'),
(1187, 42389, 27.22, 207, 1389, 1, '2012-08-01'),
(263, 45864, 105.97, 495, 816, 0, '2022-11-05'),
(8343, 366136, 177.19, 458, 762, 2, '2018-01-22'),
(6275, 82794, 3.95, 25, 183, 3, '2022-02-28'),
(6328, 491057, 161.52, 473, 185, 3, '2017-07-13'),
(8124, 467570, 134.08, 456, 243, 0, '2013-05-10'),
(8859, 195091, 2.5, 75, 632, 0, '2010-07-22'),
(8262, 746713, 52.8, 200, 1093, 2, '2011-09-28'),
(142, 721645, 69.46, 40, 1309, 3, '2011-10-01'),
(2572, 8964, 91.07, 170, 178, 0, '2016-04-01'),
(2898, 897428, 167.68, 261, 230, 1, '2013-06-27'),
(5070, 789229, 70.26, 31, 705, 3, '2011-02-17'),
(9478, 761689, 149.1, 279, 764, 3, '2023-04-13'),
(7959, 60052, 91.12, 16, 634, 1, '2014-12-24'),
(4823, 101096, 173.17, 63, 660, 0, '2010-02-09'),
(6671, 462690, 103.21, 169, 476, 1, '2022-01-11'),
(8001, 386955, 50.31, 334, 605, 0, '2023-06-18'),
(1857, 697395, 141.59, 486, 382, 2, '2017-04-24'),
(6233, 298783, 141.56, 225, 898, 3, '2023-08-10'),
(8726, 774635, 95.99, 409, 1157, 0, '2010-01-14'),
(4540, 829791, 124.61, 163, 920, 1, '2012-04-05'),
(6935, 720216, 103.77, 286, 979, 3, '2023-07-24'),
(9033, 19631, 110.81, 1, 1167, 3, '2010-12-12'),
(4122, 488087, 171.3, 439, 616, 0, '2015-12-07'),
(3285, 74992, 97.38, 145, 845, 2, '2016-01-10'),
(3263, 877253, 72.52, 478, 1279, 3, '2013-05-23'),
(153, 241036, 33.75, 63, 308, 3, '2023-03-20'),
(8927, 801289, 17.54, 76, 805, 2, '2019-09-06'),
(5080, 941514, 51.2, 189, 1140, 3, '2016-05-14'),
(1296, 451407, 38.38, 82, 622, 3, '2010-12-25'),
(8703, 789867, 121.52, 83, 1017, 3, '2023-10-29'),
(8791, 631591, 53.0, 82, 343, 3, '2016-05-26'),
(3686, 808572, 104.59, 30, 489, 2, '2018-08-19'),
(5828, 223650, 53.05, 178, 1300, 1, '2015-06-12'),
(6209, 348719, 149.64, 11, 652, 2, '2015-02-09'),
(1775, 486126, 35.19, 158, 1118, 0, '2014-10-28'),
(8327, 69536, 86.57, 64, 649, 1, '2022-06-24'),
(4518, 316813, 45.86, 454, 404, 1, '2020-08-18'),
(2998, 975184, 162.76, 466, 771, 1, '2016-10-31'),
(9388, 566269, 66.51, 149, 841, 1, '2016-01-22'),
(8199, 272686, 95.04, 293, 1201, 2, '2021-01-07'),
(7203, 895236, 102.89, 238, 1090, 1, '2016-06-20'),
(603, 990774, 121.12, 341, 974, 1, '2020-06-27'),
(4895, 391515, 126.21, 434, 1094, 1, '2011-03-28'),
(2914, 278302, 0.41, 258, 1239, 2, '2018-07-09'),
(4346, 121753, 24.31, 235, 581, 1, '2021-11-23'),
(8230, 468085, 151.95, 164, 864, 3, '2018-04-09'),
(2414, 733852, 107.7, 410, 1281, 1, '2014-09-04'),
(7612, 646312, 45.81, 25, 189, 0, '2021-06-07'),
(8304, 81335, 66.99, 321, 485, 2, '2015-12-02'),
(9839, 580258, 1.5, 426, 304, 2, '2015-05-28'),
(4205, 839717, 136.32, 319, 655, 2, '2014-04-29'),
(1881, 38671, 5.33, 472, 253, 3, '2017-07-21'),
(629, 802530, 57.12, 293, 928, 3, '2015-09-13'),
(6870, 241900, 39.71, 343, 201, 0, '2016-01-12'),
(4978, 601402, 143.91, 342, 646, 2, '2022-06-13'),
(4357, 775862, 114.27, 310, 298, 2, '2015-02-02'),
(6962, 833122, 60.35, 168, 180, 0, '2010-05-16'),
(9738, 228788, 65.65, 322, 1025, 0, '2010-04-16'),
(6454, 568406, 100.04, 388, 618, 3, '2019-06-20'),
(6659, 537245, 176.84, 263, 651, 1, '2012-05-26'),
(8841, 717742, 41.2, 353, 328, 3, '2018-07-08'),
(6143, 304972, 97.72, 429, 916, 1, '2023-08-10'),
(4076, 690161, 5.52, 144, 1057, 1, '2022-04-27'),
(5811, 383262, 113.85, 485, 1111, 2, '2011-04-20'),
(8706, 790461, 42.75, 322, 195, 0, '2018-08-30'),
(773, 563076, 160.93, 347, 963, 3, '2013-11-07'),
(7255, 465536, 30.14, 134, 1232, 3, '2013-06-20'),
(6203, 569851, 54.42, 241, 310, 0, '2015-07-20'),
(7362, 698314, 177.79, 295, 570, 3, '2015-09-13'),
(4912, 181326, 113.47, 370, 1088, 2, '2023-02-13'),
(7830, 953911, 39.07, 20, 948, 3, '2022-05-08'),
(3931, 104626, 138.02, 177, 1325, 1, '2014-07-18'),
(3926, 967021, 114.31, 203, 854, 1, '2021-07-05'),
(4451, 774469, 96.89, 137, 285, 2, '2018-11-25'),
(2211, 920764, 97.21, 466, 671, 2, '2020-10-11'),
(2039, 968266, 182.36, 411, 1318, 0, '2015-09-03'),
(6406, 718350, 132.59, 259, 1279, 3, '2017-07-15'),
(1859, 343134, 139.23, 179, 1036, 1, '2011-04-17'),
(2822, 527554, 143.79, 436, 648, 1, '2020-09-01'),
(6165, 127287, 15.37, 274, 757, 3, '2019-02-02'),
(1275, 225442, 6.07, 183, 270, 1, '2012-08-28'),
(7029, 926596, 75.55, 166, 630, 1, '2019-12-01'),
(1101, 299558, 86.87, 383, 979, 1, '2017-06-10'),
(7148, 982384, 12.37, 435, 569, 1, '2014-07-17'),
(3028, 320855, 91.48, 185, 641, 0, '2011-07-04'),
(6591, 20342, 89.77, 258, 314, 3, '2010-09-12'),
(6877, 76014, 51.19, 185, 892, 3, '2021-07-08'),
(5396, 665495, 15.5, 37, 1047, 3, '2023-03-06'),
(5198, 359128, 144.24, 446, 1089, 2, '2014-11-13'),
(6908, 363202, 53.04, 222, 1215, 1, '2010-11-21'),
(2364, 525662, 148.82, 92, 441, 2, '2013-07-24'),
(5477, 618187, 44.54, 67, 191, 3, '2010-01-24'),
(8005, 246719, 30.74, 304, 386, 3, '2021-07-04'),
(117, 55349, 58.0, 249, 1313, 3, '2012-04-02'),
(2381, 11020, 151.18, 250, 1005, 2, '2014-04-23'),
(1359, 542709, 64.38, 155, 985, 3, '2022-12-03'),
(8748, 153401, 182.24, 259, 259, 3, '2020-02-10'),
(8576, 830769, 97.38, 21, 659, 1, '2010-09-05'),
(8069, 553551, 99.32, 95, 467, 3, '2016-09-22'),
(8104, 599191, 17.84, 310, 425, 3, '2012-07-31'),
(8112, 378732, 140.78, 457, 1215, 1, '2016-12-11'),
(3117, 970741, 166.04, 8, 427, 0, '2020-08-28'),
(3077, 19719, 65.58, 35, 1072, 2, '2014-05-10'),
(5424, 215026, 25.52, 312, 510, 0, '2022-01-15'),
(4575, 62297, 63.23, 308, 1107, 2, '2016-11-22'),
(9389, 881976, 15.06, 124, 1072, 3, '2011-11-25'),
(6216, 434967, 4.76, 420, 640, 1, '2019-01-28'),
(8720, 375885, 97.3, 430, 826, 2, '2012-05-19'),
(7503, 65778, 105.07, 430, 1350, 3, '2016-09-17'),
(1457, 488620, 39.46, 409, 1349, 2, '2021-10-20'),
(4185, 625916, 20.47, 415, 962, 3, '2019-10-07'),
(9954, 681213, 71.3, 92, 321, 2, '2014-04-10'),
(2663, 775179, 89.6, 368, 1286, 1, '2013-03-13'),
(7549, 684253, 94.99, 423, 895, 0, '2021-06-01'),
(2754, 109459, 98.18, 363, 1204, 2, '2023-10-05'),
(2511, 59868, 76.59, 131, 515, 0, '2012-11-04'),
(301, 886047, 26.86, 4, 185, 2, '2010-09-11'),
(440, 43126, 81.6, 479, 1330, 0, '2010-04-22'),
(5332, 736569, 180.21, 446, 1236, 1, '2022-12-02'),
(5536, 114365, 72.54, 478, 726, 0, '2022-09-21'),
(9599, 823004, 174.42, 313, 540, 2, '2017-02-06'),
(7389, 722178, 118.69, 56, 1005, 2, '2015-07-04'),
(5213, 856199, 179.39, 438, 514, 2, '2019-06-24'),
(2554, 792421, 9.46, 147, 782, 1, '2023-08-21'),
(5363, 378255, 123.07, 269, 1234, 0, '2010-03-08'),
(9150, 569723, 49.64, 44, 188, 0, '2015-01-31'),
(9872, 394308, 111.33, 279, 1317, 2, '2020-12-15'),
(5171, 91707, 114.06, 58, 550, 1, '2020-05-23'),
(8296, 392999, 160.42, 328, 1036, 3, '2020-05-24'),
(1660, 873593, 148.11, 265, 786, 0, '2013-06-14'),
(6098, 234219, 16.77, 294, 888, 0, '2012-05-29'),
(2244, 4765, 63.16, 110, 823, 3, '2012-07-01'),
(4367, 72066, 59.07, 182, 1279, 2, '2017-09-17'),
(3367, 908104, 39.39, 220, 267, 0, '2011-07-12'),
(3291, 826263, 75.66, 209, 1147, 3, '2018-05-09'),
(6976, 216984, 171.44, 22, 852, 3, '2022-05-12'),
(222, 328315, 22.33, 347, 1200, 3, '2010-05-21'),
(310, 929414, 36.85, 435, 712, 2, '2011-07-19'),
(3764, 492900, 25.95, 255, 848, 3, '2022-07-18'),
(10006, 703362, 67.12, 459, 1132, 3, '2021-06-26'),
(2001, 667623, 78.52, 361, 1101, 3, '2010-05-27'),
(8712, 717958, 38.1, 418, 1225, 0, '2011-07-24'),
(8117, 183837, 185.97, 133, 511, 3, '2015-06-06'),
(5221, 626517, 155.01, 360, 325, 0, '2014-08-16'),
(4195, 500952, 48.75, 287, 546, 3, '2015-02-21'),
(7651, 329816, 162.26, 290, 1290, 3, '2021-08-26'),
(4006, 391336, 59.27, 409, 228, 0, '2013-07-16'),
(9644, 432827, 135.47, 239, 533, 2, '2015-04-17'),
(1196, 655213, 116.01, 22, 655, 2, '2016-06-02'),
(25, 686356, 115.23, 55, 607, 1, '2018-12-30'),
(1127, 986839, 14.16, 381, 701, 2, '2013-02-22'),
(664, 770000, 114.64, 177, 1009, 2, '2021-09-20'),
(6630, 993160, 132.07, 91, 1082, 1, '2022-02-18'),
(6329, 367431, 16.26, 378, 254, 2, '2012-11-18'),
(2460, 308831, 7.76, 299, 735, 3, '2021-11-02'),
(5893, 334303, 121.34, 228, 1263, 3, '2011-08-28'),
(829, 802386, 126.73, 421, 169, 2, '2019-12-28'),
(7311, 799090, 152.88, 86, 740, 3, '2020-09-15'),
(4792, 97929, 141.19, 61, 505, 2, '2014-02-10'),
(9422, 880794, 53.82, 191, 696, 0, '2015-07-18'),
(4656, 674918, 26.73, 469, 1017, 2, '2016-11-06'),
(9782, 909368, 82.67, 241, 385, 0, '2016-12-07'),
(318, 778958, 80.56, 415, 629, 2, '2019-06-20'),
(889, 944492, 14.99, 304, 1142, 0, '2023-05-12'),
(5214, 34561, 139.34, 222, 601, 0, '2012-10-04'),
(2220, 666498, 7.36, 312, 615, 0, '2015-11-19'),
(7150, 292754, 80.23, 192, 1155, 3, '2016-07-17'),
(1626, 857796, 56.59, 202, 1296, 3, '2015-08-14'),
(8843, 613941, 45.32, 460, 903, 3, '2016-01-13'),
(3296, 714908, 63.56, 424, 613, 1, '2023-02-19'),
(8545, 415242, 114.16, 165, 522, 2, '2019-06-27'),
(3114, 89983, 156.69, 365, 551, 2, '2018-11-19'),
(9079, 317964, 58.34, 245, 732, 2, '2021-12-09'),
(682, 70617, 73.84, 85, 752, 3, '2018-12-28'),
(702, 753337, 160.06, 280, 220, 3, '2017-03-10'),
(1155, 776797, 0.94, 191, 1114, 2, '2020-11-26'),
(4682, 226890, 4.67, 237, 1011, 3, '2019-08-02'),
(1795, 385239, 138.57, 319, 511, 3, '2016-03-21'),
(6683, 994491, 49.83, 318, 819, 1, '2011-02-15'),
(4296, 67862, 55.61, 53, 526, 1, '2010-05-12'),
(803, 519385, 35.89, 103, 1096, 0, '2023-05-07'),
(8358, 128316, 159.02, 113, 669, 0, '2018-05-05'),
(7874, 831181, 168.09, 51, 1268, 3, '2016-02-11'),
(8279, 711886, 54.45, 417, 261, 1, '2018-01-19'),
(9215, 481739, 109.76, 206, 361, 0, '2011-01-03'),
(7944, 132854, 15.98, 352, 1183, 2, '2011-08-18'),
(3587, 529793, 77.24, 343, 815, 0, '2020-05-19'),
(5553, 419198, 151.8, 474, 190, 3, '2011-03-29'),
(492, 786936, 116.62, 289, 1179, 3, '2011-05-22'),
(4862, 497778, 121.75, 212, 951, 2, '2022-07-01'),
(2957, 326760, 95.29, 42, 794, 1, '2014-09-16'),
(3048, 381006, 174.46, 371, 764, 1, '2017-05-06'),
(9747, 305969, 56.74, 30, 317, 2, '2023-03-22'),
